店名,address
芮禾家早教托育园,布岭路万科里享家蔚来东门S13-210
学之社托管,长洲路257号
童蕊托育中心,立新街江南美景二楼商贸中心201室
爱乐贝多元智能托育中心,·保利爱特城南1门东50米
天树幼儿国际教育（东莞庄店）,瘦狗岭路413号颐和大厦A1栋411单元
明善托管中心,淘金街11-27号
学生之家托管中心,文元石榴巷与牛地街交叉口东北约100米
学诗教育,大广高速公路与金谷北路交叉口西北方向190米
小鲸妈妈托育中心,市桥街光明北路283号19-20铺
祝博士（亚运城校区）,兴亚三路147号3栋2梯109房
全优加早教·托育（华南新城分校）,新城小区大平台二楼A208-A213层
十牛小镇（阳光城市广场店）,兴业路与荔湾路交叉口东南20米
希蒙国际托育（淘金中心）,华乐街道淘金东路25-29号淘金华庭二楼整层
芮禾家早教托育园,布岭路万科里享家蔚来东门S13-210
学之社托管,长洲路257号
童蕊托育中心,立新街江南美景二楼商贸中心201室
爱乐贝多元智能托育中心,·保利爱特城南1门东50米
天树幼儿国际教育（东莞庄店）,瘦狗岭路413号颐和大厦A1栋411单元
明善托管中心,淘金街11-27号
学生之家托管中心,文元石榴巷与牛地街交叉口东北约100米
学诗教育,大广高速公路与金谷北路交叉口西北方向190米
小鲸妈妈托育中心,市桥街光明北路283号19-20铺
宝学士托育中心,观海路5号118-125房1层
悠悠家托育中心,广丰路1号（金洲地铁站出入口步行270米）
鲤鱼家庭式托育,保利紫云B1栋204室
午后时光托辅中心,蓬莱路与蓬莱正街交叉口西北80米
非凡保姆光大花园托育园,工业大道76-78号君誉富力现代广场a栋1004房
小鹿安迪托育早教中心,南沙街道听海街5街9号珠江湾（八匹马广场旁）
博泓儿童中心,富力·金港城金熙三街8-5号南区
五六点智慧托管,藤业一路三街39号铺
善学堂儿童成长中心,华景路126号福门阁二楼
手握手学生托管服务部,握山北东街8-1号
飞屋牧童双语托育（天河美林湖畔店）,桃园南二街194号204房
祝博士托管,天香街4号
童未来成长中心,龟岗大马路6号粤港大厦三楼
朵拉早教托育中心,环城北路北约坊二巷四横1号101、102（近龙美村委会）
全优·贝贝早教托育,创佳路3号梦多多小镇3层307室
春草托管所,马岗顶北街与泰沙路交叉口南100米
鲸喜哆哆托育中心,沙浦东路66号
同学嘉一站式托教中心,联和街道富春山居B31栋负一楼102室
米诺象婴幼儿托育中心,紫薇路38-8号
善学堂儿童成长中心,华景路126号福门阁二楼
手握手学生托管服务部,握山北东街8-1号
飞屋牧童双语托育（天河美林湖畔店）,桃园南二街194号204房
祝博士托管,天香街4号
童未来成长中心,龟岗大马路6号粤港大厦三楼
朵拉早教托育中心,环城北路北约坊二巷四横1号101、102（近龙美村委会）
全优·贝贝早教托育,创佳路3号梦多多小镇3层307室
春草托管所,马岗顶北街与泰沙路交叉口南100米
鲸喜哆哆托育中心,沙浦东路66号
同学嘉一站式托教中心,联和街道富春山居B31栋负一楼102室
米诺象婴幼儿托育中心,紫薇路38-8号
一心国际早教托育中心,大学城信息枢纽楼二楼（大学城南地铁站A口步行390米）
蓝蝶国际托育园,翠瑜街11号悠方天地东区F栋二楼211C
耀森小屋婴幼儿家庭式托育园,金穗路保利·心语E栋706房
小博士托管班（麒龙西路店）,麒龙路与丹桂路交叉口西南160米
童森双语托育乐园,东山街道寺右南三街三巷2号
梦想家托管中心（市莲路店）,赤岗村青颍大街九巷2号
广州极客思维教育科技有限公司（豪贤店）,豪贤路51号
飞屋牧童双语托育（番禺金海岸店）,大龙街金海岸大道金海岸花园14座1梯101室
彩虹托管辅导中心,万福路106号
宝宝托儿所（招村北街）,招村北街58号创意园南侧约90米
乐星托管中心,水荫四横路61号102室
步漖托儿所,海龙街增滘步漖村481号
沛儿乐托育中心,站前路西村四约大街9号
心子宝贝（金玫瑰苑校区）,嘉瑞街金玫瑰苑
翌曦多元智能托育中心,馥佳苑华晖街2号101商铺
五六点智慧托管（晓港湾校区）,南洲路北文华街魅力港湾商业城208室
奇特小镇婴幼儿日托中心（大石旗舰店）,景华南路39号123铺
全优加早教·托育（翡翠绿洲校区）,陈家林路翡翠绿洲商业中心3楼
非凡保姆-家庭托育-猎德晟府校区,海文路1号猎德晟府一区崇德楼301室
恬雅·育苗圃蒙台梭利国际托育早教中心, 丰乐南路90号101（金逸雅居-恬雅蒙台梭利托育中心）
唐尼翰博国际日托中心（广州保利园店）,保利花园静雅街44号首层
步漖托儿所,海龙街增滘步漖村481号
沛儿乐托育中心,站前路西村四约大街9号
心子宝贝（金玫瑰苑校区）,嘉瑞街金玫瑰苑
翌曦多元智能托育中心,馥佳苑华晖街2号101商铺
五六点智慧托管（晓港湾校区）,南洲路北文华街魅力港湾商业城208室
奇特小镇婴幼儿日托中心（大石旗舰店）,景华南路39号123铺
全优加早教·托育（翡翠绿洲校区）,陈家林路翡翠绿洲商业中心3楼
非凡保姆-家庭托育-猎德晟府校区,海文路1号猎德晟府一区崇德楼301室
恬雅·育苗圃蒙台梭利国际托育早教中心, 丰乐南路90号101（金逸雅居-恬雅蒙台梭利托育中心）
唐尼翰博国际日托中心（广州保利园店）,保利花园静雅街44号首层
爱尚育乐园,新都里25号
童心圆早教托育中心（钟福广场店）,钟福广场教育城3楼
爱亲宝托育园,龙洞东路221号
南沙红黄蓝成长中心,金沙路23号星河盛世商场首层内
乐轩私塾,漫林街98号
卡吉熊托育早教中心,宝岗大道1377号建恳商务中心2楼
小太阳托管中心（港湾路西二街店）,港湾西二街3号（大沙地地铁站C口步行470米)
唐尼翰博国际日托中心（越秀店）,小北路越秀公园东门东秀歌舞台旁
优仕学堂,蓬莱新街6号1层
树人托管教育连锁（全国第1136分点）,星盛西街5号101房
行知托管,南村镇广州雅居乐花园邻居一栋
吉宏托管学堂,朱村大道保利中航城二期青星街72号商铺
金领航托管理中心,两龙大街28号菜鸟驿站2楼
龙博士双语托育中心,沿江南路161号
萌芽教育托管中心,同宝路星汇云城
西村健苗托儿所,长宁街2号
稚趣慧儿儿童成长中心,云埔五路玉泉学校西北侧约80米
明利富教育,珠玑路147号
思润婴幼儿学苑(思润托育),星海园东南
思苏卡尔早教·托育（旗舰校）,东艺路129号
五六点智慧托管,公园前路44号9-10号商铺
FAMIC萌宝堡家庭托育园(雅居乐滨江花园),雅居乐滨江花园
金领航托管理中心,两龙大街28号菜鸟驿站2楼
龙博士双语托育中心,沿江南路161号
萌芽教育托管中心,同宝路星汇云城
西村健苗托儿所,长宁街2号
稚趣慧儿儿童成长中心,云埔五路玉泉学校西北侧约80米
明利富教育,珠玑路147号
思润婴幼儿学苑(思润托育),星海园东南
思苏卡尔早教·托育（旗舰校）,东艺路129号
五六点智慧托管,公园前路44号9-10号商铺
FAMIC萌宝堡家庭托育园(雅居乐滨江花园),雅居乐滨江花园
知了托管,上漖如意路18号
闪之星托育早教,朱村街东100米
熊猫宝贝早教托育中心,莲港大道22号一街701
小天使托儿所（新风路）,新风路与新市南街交叉口东20米
乐童托管班,江南西路紫山大街33号103铺
贝安斯国际婴幼早教托育中心,元亨路31号
MORGAN KIDS HOME2早教托育英语,梅苑小区西门南100米（梅花园地铁站B口步行140米）
比泡乐儿日托中心（南田店）,龙骧大街四间巷34号
么么亲托育成长早教中心,横滘二路与富康路交叉口西100米
小木客儿童之家,峻峦一街18号B13栋101房
培杰教育,盈中路62号
博尔斯托管,市桥光明南路67号
艾比家托育,富景苑8街17号
智趣谷国际托育早教中心,福翠路南国奥园悉尼商业街3座1-6
翎羽托管中心,沙园三街南一号103室
大朗托育中心,大朗中路146号
爱尚园丁托管之家,盈翠路与东晓南路辅路交叉口东80米
小鲸妈妈托育中心（翠湖中心校区）,黄埔大道翠湖山庄
新加坡中英文双语爱童宝贝之家,天河北路中天购物城三楼
新爱婴早教托育,中新恒大山水城二期领峰南二街号
优质托管,望亭路15-37号
阳光托管,榄元新街18-1号
博尔斯托管,市桥光明南路67号
艾比家托育,富景苑8街17号
智趣谷国际托育早教中心,福翠路南国奥园悉尼商业街3座1-6
翎羽托管中心,沙园三街南一号103室
大朗托育中心,大朗中路146号
爱尚园丁托管之家,盈翠路与东晓南路辅路交叉口东80米
小鲸妈妈托育中心（翠湖中心校区）,黄埔大道翠湖山庄
新加坡中英文双语爱童宝贝之家,天河北路中天购物城三楼
新爱婴早教托育,中新恒大山水城二期领峰南二街号
优质托管,望亭路15-37号
阳光托管,榄元新街18-1号
幼而学教育,海润大街30号
童颜心童颜托育早教中心,大沙北路123号政法楼2楼201室
学乐托管,教育东路7号附近
明特教育（广园校区）,广园中路208号210室、211室、212室、227室、228室
FAMIC放我家托育·早教(富力城园),丽城路富力城B6栋102室
搏思特托管,石决路45号
雅萧托管中心,九石岭路与履泰西街交叉口北20米
阳光托管,荔香二街23号附近
盛禾学舍,基立下道45号107室
爱尔福婴幼中心（广州中航城）,青星街122号201-213
Tiny Hands 泰尼汉托育,黄沙大道御景一号（素会旁边）
心子绿学园,南村镇江南村江南桃园路4号
龙博士双语托育中心,洛浦街如意路2号奥林匹克大厦首层113铺
燕燕幼儿托管所,高第村4号
学无优托管中心,荔城大道241号
星慧托育中心,星河大道西广州星河湾国际公寓首层大堂
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）
五六点智慧托管（NO.GD-广州-060店）,元塘路6号
思培托育（育英校区）,钟村街钟三村大地塘隆辉创业公馆A座105107号育英小学
字游空间托管,下沙新村西大街七号
学而乐托管中心,大同村乐宜路51号
燕燕幼儿托管所,高第村4号
学无优托管中心,荔城大道241号
星慧托育中心,星河大道西广州星河湾国际公寓首层大堂
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）
五六点智慧托管（NO.GD-广州-060店）,元塘路6号
思培托育（育英校区）,钟村街钟三村大地塘隆辉创业公馆A座105107号育英小学
字游空间托管,下沙新村西大街七号
学而乐托管中心,大同村乐宜路51号
芳草园托管教育中心,华景北路与景邮路交叉口西南40米
慧爱托育,石井街石安路181号
五联小学-小太阳托管中心,学校南路15号
优越教育,塘东路南安小学西侧约120米
羊城教育,景云路45号
新起步托管（榨粉街）,中山四路榨粉街88号605房
海洋之家,尚景路112号
明智教育,兴贤路大石小学北侧约30米
安心托管,新墩庄围路南安小学东侧约80米
乐涵教育亚运城校区,兴亚三路32亚运城国际区A区F2层
晨曦幼儿托管中心,沧头华东五巷2号
红梅托管,新1栋302室（近农林下路小学）
启智托管班,潭洲潭山路14号
向日葵托管,"朱村大街117号（近324国道,朱村牌坊北550米）"
知了托管,大石街岗东路4号2楼整层
尚清教育,陶然庭苑南门旁
益童教育,优山悦海美麓花园B7-110商铺
几米稚家家庭式托育,祈福新邨B区16街86号
帕思教育,凤岗四巷77号e105号
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室
优学邦教育,背坪北五街柯木塱大厦东侧约160米
烨子早教托管中心,茅岗坑田祠堂街2号
米娜英语托育园,天润路467金碧翡翠华庭商务楼五楼502室
达慧童乐托育园,芳兴路84号旧龙华宾馆
益童教育,优山悦海美麓花园B7-110商铺
几米稚家家庭式托育,祈福新邨B区16街86号
帕思教育,凤岗四巷77号e105号
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室
优学邦教育,背坪北五街柯木塱大厦东侧约160米
烨子早教托管中心,茅岗坑田祠堂街2号
米娜英语托育园,天润路467金碧翡翠华庭商务楼五楼502室
达慧童乐托育园,芳兴路84号旧龙华宾馆
骄子之家托管中心,烟墩新街21号
全优?贝贝托育中心（融创店）,广州融创雪域澜庭A2区（天贵路东)
阳光托管,大纲领幼儿园东南
慧星国际儿童教育,保利·西海岸汇海花园8栋负1层02号
科翰教育（荔园新天地店）,西环路1502号荔园新天地F2层
儒德托管,银利街285号
童学家托育中心,沙湾路与市良路交叉口南100米
励尚教育 大风车托管,石榴岗路信步中街43号
初心童心国际托育园,保利天悦28栋301室
吖哆哆国际婴幼儿托育中心新塘社区园,凤凰北横路230-232号
安贝斯早教托育中心,凤凰北路25-4号
优学托,Y769（新庄小学西北侧)
培英前程托管中心,工业大道广纸北一路东四街4号铺
康悦托管培育中心,天贵路50号美华新村3号楼商铺（五洲幼儿园隔壁）
小状元托管,梅花街共和五巷30栋101室
俊才托管铺导班,聚龙苑西门北90米
向日葵托管辅导,边岗西路9巷6号
Sunny艺术托管中心,教育街大龙社区西侧
春苗托管,小北路丹桂里15号302室
优智托管中心,金信路77号
心乐梦教育,"朱村大街117号（近324国道,朱村牌坊北550米）"
文冲托教,步东商业大厦（大沙东地铁站C口步行490米)
小黄帽托托屋,新雅街(合和新城)万和北路1-4号
天衡优才,康王中路600号城光荟广场南区一楼116号
文冲托教,步东商业大厦（大沙东地铁站C口步行490米)
小黄帽托托屋,新雅街(合和新城)万和北路1-4号
天衡优才,康王中路600号城光荟广场南区一楼116号
官湖幼儿托管中心,官湖村官湖路69-2号二楼
学敏托辅中心,江平二路22号2楼
智诚保贝智慧托育,华南碧桂园锦翠苑A区二街26号
全优贝贝保利花城店,保利花城西一街33号
博雅托管中心,富怡路63号
同芯拖辅中心,海傍村民委员会
小鹿安迪托育早教中心,鹤洞路267号中海花湾壹号中海花湾天地购物中心F2层
向阳托管中心,登云大路兴旺街7号111室
博思特托管（一店）,宏明路99号101铺
小恐龙学堂,洛浦街珠江花园别墅区琴江街4号
培越托教中心,广州设计港彩虹座
华思教育（番禺校区）,兴亚三路与兴岭路交叉路口南侧（运动员村东南侧）
天歆教育,新都里与泮塘路交叉口西120米
领航托管辅导艺术培训中心,新村北街新塘小学南侧
佳一辅导,"朱村大街117号（近324国道,朱村牌坊北550米）"
亲呀呀精致智慧托育（增城豪园校区）,石滩镇碧桂园豪园翠湖苑四街49号
哈喽宝贝(豆豆乐)托育园,海伦堡大道2号海伦堡花园百仁教育城一楼
童景托育,南洲路珠江御景湾
sunny艺术托管中心,南城路343号喜迎雅静小区一层商铺
康源馆,太石村简太路233号20号
喜宝幼儿托育中心（龙珠校区）,龙珠路18号金色华庭首层东面商铺（金信广场入口进入20米）
手拉手学社,竹丝岗大马路11号
子安托育,光明南路1号青少年宫首层
爱迪儿托教中心,三角园路与里仁洞村占贤大道交叉口东南100米
阳光小屋托管,祥安大街与德胜路交叉口西南20米
博艺托儿所,东平北路8号
马溪早教托管中心,花港大道与南岳大街交叉路口南侧
雍学托管辅导中心,夏街大道17号
乐鲸灵婴幼儿成长中心（剑桥郡校区）,雅居乐花园国泰路36号自编1（仁维天药房旁)
阳光小屋托管,祥安大街与德胜路交叉口西南20米
博艺托儿所,东平北路8号
马溪早教托管中心,花港大道与南岳大街交叉路口南侧
雍学托管辅导中心,夏街大道17号
乐鲸灵婴幼儿成长中心（剑桥郡校区）,雅居乐花园国泰路36号自编1（仁维天药房旁)
卓知托管服务中心,荔景大道1-114号114号
Kids life孩宝培育托班,江宝路390号
萌乐园少儿托管中心（荷花路）,桂花路与荷花路交叉口西南50米
嘉嘉托管,员村三横路18号之一（员村地铁站C口步行470米）
欣悦优托,商南街与育才街交叉口西南60米
学业有成,迎宾大道辅路与大华三路交叉口东约60米
广礼学堂（北京路店）,同庆坊17号一楼
广州乐智之家托管中心,先烈中路105-1号（沙河顶地铁站B口步行320米）
海青成长中心,新港西路38号
苌菁藤艺术托管中心,建设横马路2号宸宇大厦602-606室
津德托管中心,龙溪中路保利九里公园杏霖街6号112室
金宝贝托管,花都雅居乐锦城花语集346号商铺
祝博士,凤湖四路万科幸福誉南门底商
新星,沐陂西街三号大院西南侧约40米
培蕾阳光教育中心,德政中路130德悦居二楼
永曜北托管,东濠涌高架路越秀南社区
优匠学堂,市桥镇丹桂园大街五巷11号（市桥北城小学旁）
名扬托管,泥紫洪圣涌路五巷4号
一点通托管中心,镇龙村新围友新路7号
晟睿托管服务中心,南航大道北益群学校西侧约30米
晋级托管学堂,福今路51号
文慧教育,心谊路51号
桐文乐学,菁映路菁品园
森诺托育园,东乡二街183号
贝尔安亲,东风东路776号外贸大厦B座2楼
童旭托管服务部,白山西街4号（同和地铁站D口步行400米）
育才托管辅导中心,新安路与隔塘新村大街交叉口西南20米
贝尔安亲,东风东路776号外贸大厦B座2楼
好孩子托管中心,大华二路阳光家园A座
子悦童行托管·兴趣·辅导,团结路8-11号101室
育才托管辅导中心,新安路与隔塘新村大街交叉口西南20米
东泽托管培训中心,寺右中街13号101室
大拇指托管中心,大石岗东路19号的
桐文乐学,菁映路菁品园
龙脉托幼生活,沙园大街与沙园二街交叉口西北80米
疯狂龙博士托辅中心,校园路48号广州市康祥实业有限公司的
素质托管中心,晓园路11号
大笨象托管中心,官育路棠东毓南路5号
婴幼儿照护日托,骏新路172号
童旭托管服务部,白山西街4号（同和地铁站D口步行400米）
扶幼堂,宝华路34-6号
一德托管中心,康乐小区康乐园一街
天天向上辅导托管中心,西约新村大街利源超市旁
乐臻托管,小洲村西成右五巷1号
南葵向暖托管中心,南城路343号103号铺
开心托管,荔城街道荔城大道137号
康康托儿所（龙溪西路）,龙溪凤池村262号
都挺好托育（哈街校区）,桥南街道南郊路162号
小宝贝幼托,侧斌街与均一东街交叉口东约80米
星星少儿托管中心,团结路54号
正牌托管,清水濠9号2层（团一大广场地铁站A口步行450米)
亲的时光托育院,朝阳西路77号
萌芽教育（左边小学店）,环村东路左边小学东南侧
酷爱学托管,富基路富基广场-一期（市二宫地铁站B口步行490米)
朗星托管,群英大街13号附近
亲子林教育,天府路口叠翠台D座首层
都挺好托育（市桥校区）,市桥街清河中路8号
东乡托幼中心,村四街十七巷一横巷23号之一
卓思托育&早教中心,团结村金龙路7号（即恒大一期旁）
卓思托育&早教中心,团结村金龙路7号（即恒大一期旁）
FAMIC放我家（万科尚城2店）,丹水坑路万科尚城A2栋204房
启航,钟村街钟三村一条树路9号
佰分托育中心,翠园西八街4号103室
红太阳托管服务中心,文教西街27号
田野教育,岗东路2号2层
好之星托管,钟落潭镇
天才优儿（萝岗奥园广场店）,开创大道萝岗奥园广场F1层
育学教育,元塘路1号
星火教育,繁华路57-103号金口岸大厦3楼
同学家托管,雅居乐富春山居
阳光托管（信成南街）,信诚小区信诚街12号201房
小太阳托管辅导中心（北星路）,北星路北星小学-附属幼儿园南侧约50米
贝贝熊·晋级托管学堂（帝景校区）,龙口西路212号
宜庭托管,盈中路52号(南武小学旁)
佳佳托管,大沙北路大沙东公租房
精诚托管中心,芳村大道中344-360B2栋401室
易学堂教育,宏明路91号
佩奇小网红,环市大道西路大涌地铁站D出口旁
奇特小镇婴幼儿日托中心（金山谷店）,东艺路14号之4号
金贝贝儿童看护点,龙洞东街110号
学优托管中心,福兴三街福涌小学北侧约50米
学贤托管,银利街285号
KPF剑桥成长中心,百顺北路云门云悦2楼北塔L2-6
启博托管,福南坊新村12巷1号2楼
一百橙长,金峰城128号
一嘉,西城路144号
悦乐成长园,兴华路91号
喜洋洋托管,五羊北小区（广州市越秀区)寺右新马路寺右北二街五巷1号地02室
广东省纺托儿所,工业大道北41-4号3号大院省纺宿舍内
益儿托管,旭景家园A区a9-102室
新爱婴国际日托中心（西塱店）,花地大道中四季花园南门雨菊街15—17号四季中心三楼303号
益儿托管,旭景家园A区a9-102室
新爱婴国际日托中心（西塱店）,花地大道中四季花园南门雨菊街15—17号四季中心三楼303号
博美少儿托管中心,如意路广州市番禺区洛浦中心小学东北侧约30米
安心托管,五羊北小区（7号门)
湘军*小青苗托育中心（小青苗早教托育中心）,#VALUE!
翱飞教育,大涌口大路兴贤小学西南侧约180米
五六点智慧托管（亚运城校区）,亚运大道1290号9栋103铺
龙胜教育托管中心,田心校前街联和小学东侧约50米
优越托管辅导中心,龙井路9号
小布丁托管辅导中心,荔城大道洋溪村洋溪路东五巷4号
有家学堂学习共享空间（盈溪路店）,盈溪路149号3楼413-415室
明爱托管辅导中心,锦绣花园北区一座4号铺
赤岗托儿所,赤岗东约539号（宝佳商场对面)
彩虹屋幼儿班,新村北街茶园岗综合市场东南侧
蓝精灵托管中心,夏园小学西南门西北50米
同步堂托管中心,谢村环村南路64号附近
智多星托管,G9411广隆苑底商
升启教育,小洲村艺术大楼北楼4楼
才智社辅导托管中心,茅岗路茅岗小学南侧约70米
君轩托教中心,光明南路97号
韵乐生活馆（先锋店）,光明南路111号
方源教育,紫山大街32号江南新村第二小学东北门对面
书童之家,荷光路38号棠新住宅小区3栋1楼
早教托管,大石江丽九街
小东家托管综合服务中心,郭地大街一巷松苑
乐懿教育托管班,石榴岗路信步闲庭信步中街35号之二
祝博士,藤业一路富力·金街
阳阳教育托管中心,塘园中路60号
兴安托管所,新村西路1号楼
小叮当托管中心,康乐小区康乐园一街二座
爱尚教育招生办,东晓南路1433号（南洲地铁站D口步行300米)
极客托管,新时代大厦
童星俊华幼儿教育（海珠五凤园区）,东晓南路630号二楼
一心教育,解放北路金桂园C6-104A
智慧树托管中心,五羊新城E18栋地03（五羊邨地铁站A口步行470米）
豌豆园托管,西华路大兴街16号106室
哆来咪课后托管,增南路与海南南边街交叉口东180米
小时光托管辅导,章陂村可园新街六巷14号
小状元托管辅导中心,万安村北斗小学对面
朝阳托教中心,犀牛路犀牛尾村69号永建大厦一楼（区庄地铁站B2口旁）
小太阳托管中心,大罗村中约前街4号大罗小学正对面
龙博士小禾苗双语日托,石壁街屏山东路56号之101-201室
文慧辅导班（海北店）,东联路13号
康恩托管教育中心,光孝路与中山六路交叉口东北100米
斯宇托管,丹桂园大街与丹桂园大街一巷交叉口西北60米
宇曦托管,农林下路78号之二110房（区庄地铁站C口旁)
蓝房子托管,光明南路51-53号
七彩缤纷托幼中心,石塘石一街18号
小状元,富豪山庄小学北门西南110米
宝贝加油站（有家托管中心）,下塘西路48-52号附近
心智成长托管,友爱路9号之102室
艾右宝贝成长园托育中心,#VALUE!
乐苑教育,赤岗恒信路149号
天衡幼儿学苑,龙口西路212号2楼君易艺术中心
小太阳,兴泰大街与兴泰路交叉口西南160米
正耕学星,陶庄路3号之5首层（天平架地铁站B口步行390米）
倍优加托管中心,荔城街庆丰村洋溪村路7号
厦滘托幼,沙滘中路1巷11号3层
乐学托管中心,笔村中南坊街41号(东区小学正对面)
小叮当托管中心,经述路京兆小学东南门东侧约40米
几何马奇教育马奇熊智慧托管,天河北路侨林街51号侨林苑1期A栋首层
梦想之家,福和小学路口
天旭小可爱保育园,汇侨新城汇侨路14号首层101室
山今早托萌学园,石围塘街道龙湾路2号首层110铺
天旭小可爱保育园,汇侨新城汇侨路14号首层101室
山今早托萌学园,石围塘街道龙湾路2号首层110铺
优立思文化成长中心,前进街桃园路1号
佑升辅导,中山六路惠吉东路17号1楼
棉村托儿所,海南棉村181号
五六点智慧托管,沙太南路鸿辉高级写字楼2楼201-204室
宝园教育,贤藏街67号1层
童心托管辅导中心,水荫四横路65号101室
童话镇,三堂路南阳里小学（第二校区)东北侧
壹佰度教育,中海花湾壹号D区北门旁
蓓蕾教育咨询部,马岗大街石化小学东北侧约40米
贝贝加国际保育园,金碧世纪花园会所4楼
鸿学堂,江海街艺苑南路244号金影花园南门
晓远托辅中心,桥南路南郊村顺宁路8号
荟俊托管辅导中心,桥南路一巷10号
德宝教育（华阳校区）,信成小区6号
南箕托儿所,南箕中约大街14号
祝博士（金沙洲沙凤校区）,汇瑞街68号二楼
大拇指托管中心（经述路）,经述路与岗心路交叉口东20米
睿庭教育托辅中心,桥南街南庭路266号
无忧托管辅导中心,东涌路90号二楼
优智嘉教育,东涌路92号1楼
精准托管所,员村街道员村西街4号大院(侨颖苑)2层104室
金智慧素质成长中心（金港湾购物广场店）,大龙街城区大道283号金港湾购物广场F2层
筱葵园托管中心,东横一路宏泰创空间2楼209室
筱葵园托儿所管中心食堂（东圃店）,东圃小学门口对面二楼
尚書堂,桥南街道聚宝路3号
中正,西城路287号
阳光托管,红山街道姬堂乐善上街52号
IQ博士,淘金街11号
贝贝育儿中心,环山路与围仔大街交叉口东北40米
优博学,桥南街南庭路242号
优博学,桥南街南庭路242号
韵乐生活馆·双语托管（桥东店）,东涌路130号
Sunny文化托辅中心,碧莲路222号
诺诚教育中心,大西路132号
Sunny文化托辅中心（锦庭店）,锦庭路236号
领航托管,港湾一村13栋105房（大沙地地铁站C口步行470米)
彼芯课后成长中心（华阳中心）,信成南街宏景台三楼c区
多向托管,小北路52号粮贸大厦F2层
嘉家托管,长兴路105A2栋505-506室
花园教育,城内路与城内路一巷交叉口西约60米
习优教育（大西路店）,三堂路南阳里小学（第一校区)西侧约50米
福慧托管辅导中心,福涌村福兴路二街4号
沐洋瀚文,顺宁路与南康二巷交叉口西北20米
师路育儿托管,西城路181号
阳光托管,英贤路15号
博学托管培训中心,淘商城电子商务创意产业园西南门旁
贝思少儿托管中心,南郊村B区南康大街4号
乐瑶园教育托管.辅导.艺术,德贤路604号（君华御府东门)
酷爱学托管,亚运大道辅路与兴亚大道交叉口西行150米路南亚运城天成
国小安亲托管,象岗街34号
爱玛托管班,象岗街与下塘新村二巷交叉口东南100米
成长学生托管辅导社,西城路281号
一心托辅中心,三堂路四巷1号
学通托辅中心,顺宁路3号
旭升家庭服务部,二塱西街1巷2号
一同学,顺宁路南郊村-B区
习乐托管中心,育龙路龙岐螺阳小学西北侧
全优托管中心（沙坑大道）,沙坑大道43号
博雅托辅中心,南华路123、125、127号商铺
如意教育,东涌路114号
澳美加全日托,环市东路500号广发花园幸运阁
三乐教育,逸彩路小美医生二楼
童佳学习吧,大西路143号
晨童托辅,三堂路94号
五六点智慧托管,育才街1号205、206房
学倍优托辅中心,新中路6号之一202号
创想教育托管,东华东路388-7号首层
悦享学成长中心,中山大道绿茵街9号
华外APEP爱培学园（优托邦店）,科学大道193科学城商业广场F2层
奇特小镇,市桥街富都城捷进中路3号上轩广场F2层
新塘学舟托管辅导中心,桂花路新塘镇第二小学东侧
三点半互助托管中心,东沙村兴发路
晖扬文化艺术特色托管,玉兰东路与紫荆东路交叉口东150米
金苹果看护点,岑村圣塘大街二巷23号
鸣人教育,繁华路90号
东方托管中心,岑村松岗小区7巷2号
洪悦托管,农林下路78-2号附近（区庄地铁站B1口步行140米)
安心托管（沙河塘寮街）,沙河大街左竹园14号
启航托管,友爱路9号之1号102室
优师教育托管中心,东山街道署前路17号
亲仁托管,车陂路B12站
贝乐,南康六巷与顺宁路交叉口附近
文亮托管辅导班,派潭镇文政路102号
太小阳托管,水荫二横路水荫路小学
小花园优童托管,福今东8号之1-10福今东8号大院福今东8号大院之五101室
启辰托学中心,乐宜路大同小学南侧
思学微塾,仁厚直街4前锋商务楼F1层
开心托管辅导中心,瑶东街与东联新街一巷交叉口北140米
童映学堂,共和八巷18号
培正托管（培正店）,培正新横路21-23号
未来星托管中心,永发路5-21号
华人教育托管中心,江南西路36号
小森林托管,陂吓路嘉汇·四季阳光东北侧约40米
雅智园幼儿托管中心,港湾西三街西200米
小森林托管,陂吓路嘉汇·四季阳光东北侧约40米
雅智园幼儿托管中心,港湾西三街西200米
成长教育托管辅导中心,桑田一路32号礼加诚购物广场对面
姬堂小学-阳光辅导,黄埔街道姬堂小学
精灵艺术托管中心,大源东路92号
南浦幼儿早教中心,东乡广场东南（东乡二街）
翰林优幼教育,荔城大道300号4层
十牛城堡,迎星中路番禺儿童公园
乐学时校外托管服务中心,共和苑内（共和三巷46-48号首层）
上步托儿所,上步花园A2栋21号（上步地铁站D口步行450米)
立星托管,员村三横路东巷1号二三楼
思培学研社,五一新村大街南16号（沙园地铁站C口步行250米)
科翰教育,繁华路57号繁华中心三楼
欣育托管,阳光假日园2层A29室
大智森林,中山大道1100号
云熙教育,茶山路睿峰园一楼
明日之星托管班,新造镇新华路85号崇德市场对面
芽米国际保育园,大丰路18号大丰汇创意园D栋201号
慧知幼儿托管中心,新庄三街1-3号
德信托管辅导中心,新塘新村北街路7号
旭日托管辅导中心,光明西路江龙学校
新目标托管中心,清布村清潭小学旁边
金紫里步星托管,金紫里东街34号2层
