标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
居民区  街道旁  空间宽  适合很多行业  餐饮除外,南沙,东涌,临街门面?1层,刻度造型,100.0,3000.0,1.0,"""休闲娱乐""",113.46722780996089,22.890458807428379,113.47377202228356,22.896138538785697
转让南沙东涌临街门面,南沙,东涌,临街门面?1层,培贤东路小区,60.0,4700.0,2.61,"""地产小区""",113.46670694302483,22.888418405978645,113.47325187921278,22.894094839498317
营业中双门面临街旺铺低价急转，。,南沙,南沙,临街门面?1层,虎门渡口,70.0,7300.0,3.48,"""港口/码头""",113.27434320176939,23.03361252231565,113.280770676129,23.039936239688953
出租南沙黄阁商业街店铺,南沙,黄阁,商业街店铺?1-2层,时代EPARK(南沙),368.0,4.08,3.7,"""乡镇""",113.57339180085879,22.804926796680307,113.57996116304828,22.81060727357844
太石文体广场斜对面博盈工业园营业中旺铺低价转让,南沙,东涌,临街门面?1层,均记铜炉蛙锅,40.0,2600.0,2.17,"""餐饮""",113.41326228612789,22.89345973043957,113.41969022595716,22.899717288342776
正街，人流量大，做什么都可以,南沙,金洲,商业街店铺?1层,板头四街,100.0,3500.0,1.17,"""道路""",113.55769543919648,22.796270060978324,113.56421845026759,22.802135713267398
旺铺餐饮转让或合伙、餐饮设备齐全有阁楼雅座外摆区大、人流量大,南沙,大岗,社区底商?1层,翡翠蓝湾,55.0,2000.0,1.21,"""地产小区""",113.42802665582392,22.80875116193479,113.43452827154896,22.814788003071198
回家发展转让店铺有需要电话联系,南沙,金洲,临街门面,海祥大街,24.0,2060.0,2.86,"""道路""",113.5474311309512,22.793922166838887,113.55391582549834,22.799966615542254
菜鸟驿站，在海力花园小区,南沙,金洲,临街门面,海力花园,103.0,1600.0,0.52,"""地产小区""",113.5801661023684,22.8068691427134,113.58674142137957,22.812529800796989
店铺加两房一厅一个仓库租金只需2500,南沙,金洲,社区底商?1层,索米客(兴发大街店),46.0,2500.0,1.81,"""购物""",113.58236937629198,22.753050116540419,113.5889247291482,22.758709507987854
设施完善，出行方便，过客也多,南沙,黄阁,商业街店铺?1层,方圆南沙水恋,33.0,5197.0,5.25,"""地产小区""",113.51545397006197,22.84158302943163,113.52190348712556,22.847917215538588
转让丨品牌转让，固定客源。,南沙,万顷沙,临街门面?1层,杨国福麻辣烫(珠江街店),60.0,9000.0,5.0,"""道路""",113.5515213962081,22.711141612096545,113.5580463945315,22.717118419718397
带客源，会员500人,南沙,南沙,商业街店铺?1层,金洲,160.0,6500.0,1.35,"""商圈""",113.5504418018669,22.803408280846644,113.55694686495966,22.809401100437517
大同公交车站旁，装饰城家门面，车来车往都能看见店铺,南沙,东涌,档口摊位?1层,大同装饰材料五金城,98.0,5945.0,2.02,"""购物""",113.40498267835535,22.901479819951065,113.4114001302929,22.907805256901218
南沙龙光棕榈水岸社区临街旺铺出租！,南沙,金洲,社区底商?1-2层,龙光·棕榈水岸南区-正门,39.1,5500.0,4.69,"""地产小区""",113.52939998343868,22.795803117502314,113.53583543858507,22.802102420878414
进港大道马路边空铺转让（口粮16档）,南沙,进港大道,临街门面?1层,泰来酒店-住宅楼,100.0,2.3,7.67,"""地产小区""",113.55742531872972,22.807015810731178,113.56395829705287,22.812888087215027
临街空铺转让，人流量大（含10万入场费）口粮16档,南沙,进港大道,临街门面,零食舱(进港大道店),100.0,2.3,7.67,"""购物""",113.55726982204598,22.806578054947896,113.56380186227008,22.81245281790543
转让费可面谈，也可以空转,南沙,万顷沙,临街门面?1层,珠江西二路50号,120.0,4900.0,1.36,"""门址""",113.5499037168666,22.704516382430897,113.5564221824164,22.710521860713457
以前是个服装厂   现在房东接手改造,南沙,南沙湾,写字楼配套?1层,广东省广州市南沙区珠江东路54,71.0,2300.0,1.08,"""门址""",113.59483695846086,22.755958538672564,113.60137109637874,22.76171260554114
附近有学校   超市   市场,南沙,万顷沙,临街门面?1层,家之宜便利加盟店,45.0,3500.0,2.59,"""购物""",113.6120346581215,22.650078415022575,113.6185078189283,22.656110746810417
店铺位于整体楼群金角银边位置，,南沙,金洲,商业街店铺?1层,星河湾区壹号停车场,177.5,1.86,3.49,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
旧镇中心，整栋，铺面，宿舍一体，方便,南沙,南沙湾,临街门面,广粥味(南沙旧镇店),75.0,1.08,4.8,"""餐饮""",113.58142732330399,22.752960964043266,113.58798308109428,22.75861870483433
设备齐全，急转，另有发展新店转让,南沙,进港大道,商业街店铺,南沙金湾,33.0,2100.0,2.12,"""地产小区""",113.5646939577613,22.805782994858626,113.57124740155504,22.811547153083699
周边工厂多，生意稳定,南沙,东涌,临街门面?1层,鱼窝头体育文化广场,80.0,2750.0,1.15,"""休闲娱乐""",113.46394737790063,22.853004801119537,113.47052149893199,22.858673068038777
旺铺出租(房东直租),南沙,东涌,临街门面,广州108公寓(禾围西街店),60.0,10.0,0.01,"""道路""",113.40168645183849,23.022936982947419,113.40810237884088,23.029272761683605
个人房屋南沙旧镇临街旺铺中学对面珠江中路,南沙,南沙湾,临街门面?1层,拾光里奶茶甜品牛杂,65.0,6300.0,3.23,"""餐饮""",113.37457478308134,23.202773121241294,113.38107364112349,23.208856961996177
在商业街人流很多的，基本上什么都可以做,南沙,大岗,商业街店铺?1层,粤味御品鲜潮味猪杂汤粉世家(大岗店),70.0,9500.0,4.52,"""餐饮""",113.41467918340831,22.810254792858794,113.4211400186636,22.816501406123405
中品牌奶茶店，周边无竞争对手,南沙,金洲,商业街店铺?1层,进港大道85号,40.0,1.6,13.33,"""门址""",113.55642092333933,22.806661175352539,113.5629501962804,22.81255013411011
转让南沙南沙湾临街门面,南沙,南沙湾,临街门面?1层,海南椰奶清补凉(南沙店),65.0,6800.0,3.49,"""餐饮""",113.54980876597422,22.809206234015745,113.55631717093141,22.815211470911053
南沙万顷沙商圈一楼精装修100平商铺出租,南沙,万顷沙,商业街店铺?1层,万顷沙镇,100.0,1860.0,0.62,"""乡镇""",113.55888776009947,22.712161859687979,113.56543782208341,22.71801287956848
南沙进港大道中心出租120平方小加工商铺,南沙,进港大道,商业街店铺?1层,进港大道,120.0,2340.0,0.65,"""道路""",113.51945187873281,22.807424248253708,113.52589091593042,22.813766159423659
出租南沙进港大道写字楼配套,南沙,进港大道,写字楼配套?3层,琪辉大厦,250.0,9600.0,1.28,"""商务大厦""",113.57904510692285,22.803157497542658,113.58561665748366,22.808817833997204
黄阁一楼300平出租！拎包即生产,南沙,黄阁,商业街店铺?1层,黄阁镇,300.0,5850.0,0.65,"""乡镇""",113.5221609884889,22.827485550950205,113.52861238125679,22.833827848269107
24年老店营业中，不急转，想退休，非诚勿扰！,南沙,大岗,临街门面?1层,环镇西路,220.0,6000.0,0.91,"""道路""",113.41327513189668,22.80508379451634,113.41972774653998,22.811346135738665
南沙横沥商圈一楼100方出租 带办公室,南沙,横沥,商业街店铺?1层,横沥镇,100.0,1890.0,0.63,"""乡镇""",113.49297073061293,22.73782859982243,113.49946238771791,22.743881792684105
八年老店转让刚过完年有先的项目做所以忍痛割爱,南沙,进港大道,商业街店铺?1-3层,唯一酒吧(进港大道店),96.0,2500.0,0.87,"""餐饮""",113.5642908880791,22.805209226077737,113.57084271811219,22.810978489159415
营业两年客源稳定，无需装修进场既可营业、7间包间、转让费电议,南沙,东涌,商业街店铺,五味四居(潮粤菜),537.0,1.5,0.93,"""餐饮""",113.46444917135834,22.89123380676197,113.47099642543786,22.896898661125844
广州南沙滨海新城美容院邀请美甲美睫项目进驻,南沙,金洲,商业街店铺,氧颜美学,100.0,5000.0,1.67,"""休闲娱乐""",113.26855299394562,23.200129016790073,113.27501242659547,23.20641305430969
因需要带小孩，做不了了，急转,南沙,金洲,商业街店铺,盛世酒店(亿裕街店),49.0,6000.0,4.08,"""道路""",113.55584987052683,22.80699440603893,113.56237752321928,22.8128930943463
【出租】南沙东涌镇厂房 28元/m2/起,南沙,东涌,商业街店铺?1层,吉祥东路2号,100.0,2790.0,0.93,"""门址""",113.46185863792953,22.8906970259366,113.46840739263034,22.896354298268006
附近人流大，穏定居民，对面马路两间公寓公寓,南沙,南沙,商业街店铺,新辉公寓,40.0,1300.0,1.08,"""地产小区""",113.39274903066156,22.787749045851787,113.39917380236288,22.794062642272097
南沙大岗附近一楼150平适合物流快递仓储,南沙,大岗,商业街店铺?1层,大岗镇,150.0,2565.0,0.57,"""乡镇""",113.40516675687464,22.811250541419818,113.41161170530853,22.81758057420435
南沙东升中心主道边一楼150平出租 有现成装修,南沙,东升,商业街店铺?1层,东升路,150.0,2295.0,0.51,"""道路""",113.24128582850476,23.354494853065075,113.24780321926295,23.3603423888737
临街商铺两百平 可分开转,南沙,金洲,临街门面?1层,南沙明珠花园,208.0,1.4,2.24,"""地产小区""",113.56675233500617,22.803205388777589,113.57330821177988,22.808944075210179
楼层6m高 有阁楼 门前有停车位,南沙,金洲,商业街店铺?1层,拓美石石业,108.0,8100.0,2.5,"""购物""",113.5473902580505,22.81287174024596,113.55389317246474,22.818920601486945
小区进出人自带客注流,南沙,榄核,商业街店铺?2层,凯德新玥-A区,86.0,3500.0,1.36,"""地产小区""",113.35075782944206,22.836082241677518,113.35733437365579,22.841798475569104
商业氛围浓厚，社区较大，人口较多！,南沙,黄阁,商业街店铺,叠翠峰,60.0,6000.0,3.33,"""地产小区""",113.52734322314372,22.80297651016544,113.53378285192356,22.80929283749368
回家发展店铺转让如果有需要请电话联系,南沙,金洲,临街门面?1层,广东省广州市南沙区海祥大街,24.0,2060.0,2.86,"""道路""",113.5474311309512,22.793922166838887,113.55391582549834,22.799966615542254
转让南沙进港大道商业街店铺,南沙,进港大道,商业街店铺,进港大道117号,1200.0,1.98,0.55,"""门址""",113.55825705980112,22.806244406795483,113.56479202433244,22.812102930408288
装修好的商铺。不需要自己再去安装,南沙,进港大道,商业街店铺?1层,南沙街道,60.0,3700.0,2.06,"""乡镇""",113.57339180085879,22.804926796680307,113.57996116304828,22.81060727357844
临街旺铺，成行成市。地理位置优越，路口位置，客流好！光线充足,南沙,大岗,临街门面?1层,环城东路34号之一,168.0,6800.0,1.35,"""门址""",113.37856325954432,22.93825226047634,113.38504943820236,22.9444029477123
商圈好，双门头可做两平台,南沙,金洲,社区底商?1层,板头六街,91.0,2500.0,0.92,"""道路""",113.55665053022762,22.79751270912934,113.56317132095474,22.803395952473147
南沙悠方川菜馆转让，拎包可经营！,南沙,黄阁,商业街店铺,悠方,200.0,3.5,5.83,"""宾馆""",113.52599100385999,22.805441015966549,113.53243143660949,22.81176608140559
适合餐饮行业，火锅私房菜都可以，价格面议,南沙,南沙,临街门面?1层,顺德火焰醉鹅(金洲分店),360.0,3.5,3.24,"""餐饮""",113.55697805241644,22.79900113981848,113.56350146516539,22.80487921408372
图文店转让，现营业中已开三年多，因为小孩在家读书原因现转让,南沙,黄阁,商业街店铺,银华大厦,50.0,3800.0,2.53,"""商务大厦""",113.53640955116127,22.80817540693227,113.54287300641956,22.81439947421554
免租金3个月（敏捷尚品），可经营餐饮、美容店、宠物店..等等,南沙,进港大道,社区底商?1-2层,敏捷尚品国际,120.0,8280.0,2.3,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
南沙自贸区办公地址挂靠，真实地址挂靠。,南沙,进港大道,写字楼配套?6层,南沙金茂湾,110.0,400.0,0.12,"""地产小区""",113.5274810232089,22.786840671106558,113.5339053729401,22.793152955175619
花园大铺位，可做休闲娱乐，教育机构，麻将馆,南沙,进港大道,商业街店铺?2层,合惠路40号,1633.0,5.7,1.16,"""门址""",113.5592672941773,22.80343043570925,113.56580270481746,22.8092722417114
花园商铺，精装修，有10间独立套房,南沙,进港大道,商业街店铺?2层,合惠路40号,650.0,2.28,1.17,"""门址""",113.5592672941773,22.80343043570925,113.56580270481746,22.8092722417114
商业中心，临街商铺，,南沙,东涌,临街门面?1层,广州南沙区东涌镇太石工业区,75.0,7200.0,3.2,"""工业园区""",113.40846704148666,22.895538047101608,113.41488620858485,22.901841589113518
南沙旧镇商业街二、三、四楼出租，可分租,南沙,南沙湾,商业街店铺?2-4层,珍之堡炸鸡汉堡(兴发大街店),420.0,9072.0,0.72,"""餐饮""",113.49653080517834,22.740590359592728,113.50300732246248,22.74670441339213
转让南沙商业街汉堡店（证照齐全）,南沙,南沙湾,商业街店铺,兴发大街18号,120.0,1.0,2.78,"""门址""",113.58247025600073,22.752497036827767,113.58902600717375,22.75815674471393
商铺转让/可办公，装修公司建材等,南沙,黄阁,商业街店铺,龙光·棕榈水岸一期,200.0,4700.0,0.78,"""地产小区""",113.53103229438033,22.79896773984734,113.53747393531124,22.805252858410115
地址位于两个小区出入口正对面,南沙,进港大道,社区底商,靓酷小笼包(南沙店),38.0,7400.0,6.49,"""购物""",113.54280252198203,22.79857060439409,113.54927588595982,22.80469566189272
滨海隽城北门和丰庭花园北门两个小区出入口人流旺，适合各个行业,南沙,南沙,商业街店铺?1层,风信子购物广场(双山大道店),38.0,7219.0,6.33,"""道路""",113.5428708830313,22.798891694495656,113.54934480338811,22.80501568363638
店铺转让，生意转让！,南沙,金洲,商业街店铺?2层,裕和街8号楼14号,25.0,3000.0,4.0,"""门址""",113.55484376835598,22.807646789547364,113.56136857906083,22.813562848890876
店铺转让，生意转让！,南沙,金洲,商业街店铺?2层,裕和街8号楼14号,25.0,3000.0,4.0,"""门址""",113.55484376835598,22.807646789547364,113.56136857906083,22.813562848890876
店铺转让，生意转让！,南沙,金洲,商业街店铺?2层,裕和街8号楼14号,25.0,3000.0,4.0,"""门址""",113.55484376835598,22.807646789547364,113.56136857906083,22.813562848890876
店铺转让，生意转让！,南沙,金洲,商业街店铺?2层,裕和街8号楼14号,25.0,3000.0,4.0,"""门址""",113.55484376835598,22.807646789547364,113.56136857906083,22.813562848890876
分租一个门面，只接受经营奶茶及甜品的合作者。,南沙,东涌,购物百货中心?1层,天汇百汇(东涌店),50.0,5000.0,3.33,"""购物""",113.46198242442874,22.89219699376534,113.46853125548965,22.89785451046829
金洲地铁口 7.2米超高复式铺,南沙,金洲,商业街店铺?1-2层,越秀国际总部广场,83.0,9900.0,3.98,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
有自吊（3吨），有500多平方水泥地面，100多平方办公,南沙,东涌,其他?1层,鱼窝头出口(S105南沙港快速东向),660.0,4800.0,0.24,"""NoClass""",113.45735273749296,22.795655770928734,113.46391604628053,22.80131777489979
转让有意者可以现场看，联系我。,南沙,南沙湾,其他?1层,39号驿站,100.0,1700.0,0.57,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
我铺面是临大街铺旁边金州地铁站，旁边是公交车站,南沙,金洲,临街门面?1层,越秀滨海御城,55.0,8800.0,5.33,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
出租南沙东涌档口摊位,南沙,东涌,档口摊位?1-5层,培贤东路25号,60.0,1000.0,0.56,"""门址""",113.46668469444973,22.887886736422176,113.47322970930346,22.893563044529438
广东省广州市南沙区大岗镇豪岗社区环镇西路36号 金福,南沙,大岗,其他,豪岗社区,1100.0,2.2,0.67,"""村庄""",113.40889939592847,22.805266111667686,113.41534361200876,22.811571138710609
个人原因要转让有意者电话联系,南沙,进港大道,商业街店铺?1层,菜鸟驿站(广州南沙碧桂园海帆轩183号店),90.0,3000.0,1.11,"""地产小区""",113.5638030183568,22.780554017041653,113.57033153068822,22.786325325320335
集贸市场门口，临近学校，幼儿园，居民，周围工厂，人流量大,南沙,榄核,档口摊位?1层,九比新市场,30.0,2000.0,2.22,"""购物""",113.39527847931572,22.848756647184655,113.4017229033914,22.855088683886419
集贸市场门口，临近学校，幼儿园，居民，工厂，人流量大，,南沙,榄核,社区底商?1层,九比新市场,30.0,2000.0,2.22,"""购物""",113.39527847931572,22.848756647184655,113.4017229033914,22.855088683886419
金洲裕兴花园裕乐街60-66号川味美食转让接手可营业,南沙,金洲,商业街店铺,裕乐街60号,100.0,5000.0,1.67,"""门址""",113.55554426699244,22.808661546534144,113.56207244400155,22.8145657607859
身体不能熬夜，现忍痛割爱，现将位于金洲,南沙,金洲,商业街店铺,裕兴花园-24号楼,100.0,5000.0,1.67,"""楼号""",113.55610846416187,22.808846675545604,113.56263873977389,22.81474132479629
大岗镇繁荣路旺铺招租（客运站旁）,南沙,大岗,临街门面?1层,香港修身堂(繁荣路店),368.0,1.4,1.27,"""休闲娱乐""",113.40699382045078,22.804087667212955,113.41343410834598,22.81040616767058
有兴趣的可以联系我 看店的,南沙,进港大道,社区底商?1层,时代长岛二期,45.0,3000.0,2.22,"""地产小区""",113.57825432858269,22.80404968763154,113.584826581407,22.80971120367311
阳光广场旺铺转让，周边KTV，沐足有超市，工厂，十八罗汉山,南沙,大岗,商业街店铺?1层,兴业路,80.0,5250.0,2.19,"""道路""",113.59700232389194,22.779694992883888,113.60352818757795,22.78547712186212
生意转让、大型餐馆转让，周边人流量大、可做行业不限！,南沙,东涌,临街门面?1层,北雪农家饺子馆(太石店),300.0,2.8,3.11,"""餐饮""",113.41186766682411,22.89269090325699,113.41829241606706,22.89896362057347
临百货商场店铺，适合烧烤、夜宵、餐饮。,南沙,金洲,商业街店铺?1层,聚缘居煲仔饭(大涌店),90.0,6000.0,2.22,"""餐饮""",113.56852559008229,22.760366336428829,113.5750647459805,22.766081853127717
可带货转让，可空铺转让,南沙,东涌,临街门面?1层,零壹通信(同康路店),50.0,3000.0,2.0,"""购物""",113.4658746025411,22.855408529189466,113.47244461838256,22.86108504834244
可带货转，也可空铺转，详聊,南沙,东涌,临街门面,零壹通信(同康路店),50.0,3000.0,2.0,"""购物""",113.4658746025411,22.855408529189466,113.47244461838256,22.86108504834244
啊爆柠檬茶品牌加盟店转让，全包含押金，设备，材料,南沙,榄核,其他?1层,啊爆柠檬茶(榄核店),45.0,1600.0,1.19,"""乡镇""",113.34969504419357,22.844618017028688,113.35626907330853,22.850323697894934
出租南沙进港大道商业街店铺,南沙,进港大道,商业街店铺?1-5层,广州南沙国际邮轮母港,32000.0,9000.0,0.01,"""港口/码头""",113.61630699912554,22.77761596850522,113.62276676999801,22.783722870604526
商场地下车库洗车店转让,南沙,进港大道,购物百货中心,南沙悠方天地,140.0,9000.0,2.14,"""购物""",113.52619743446611,22.805049063445833,113.53263771299236,22.81137289684099
南沙区银饰店十年老店转让,南沙,金洲,商业街店铺,金来福首饰(金洲订做体验店),60.0,5200.0,2.89,"""购物""",113.55549486018941,22.806693407399459,113.56202100710486,22.81259809296662
目前房子在租，适合茶饮,南沙,黄阁,商业街店铺?1层,麒麟广场,35.0,3800.0,3.62,"""地产小区""",113.51431168477586,22.826110189350194,113.52076542312317,22.832439600349927
森林子客栈对面，做奶茶餐饮,南沙,黄阁,商业街店铺,麒麟广场,35.0,3800.0,3.62,"""地产小区""",113.51431168477586,22.826110189350194,113.52076542312317,22.832439600349927
十三年老店，经营中旺铺转让,南沙,大岗,临街门面?1层,顺德猪世界新鲜猪什粥(大岗分店),160.0,1.38,2.88,"""餐饮""",113.40826851596903,22.801477628828569,113.41470793781503,22.80778676807166
急！临街旺铺！公交车站旁，人流量大。空转8万,南沙,大岗,临街门面?1层,品魅酒业,45.0,3500.0,2.59,"""购物""",113.39471703837217,22.789234502342237,113.4011407926479,22.7955596488674
商铺周边成熟，居民入住率高,南沙,进港大道,商业街店铺?1层,碧桂园蜜柚,50.0,3000.0,2.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
周围四个小区以上 酒吧附近 附近有村落,南沙,进港大道,社区底商?1层,时代长岛二期,45.0,3000.0,2.22,"""地产小区""",113.57825432858269,22.80404968763154,113.584826581407,22.80971120367311
临街商铺低价急转，位于真功夫总部对面，办公居住人流量大,南沙,金洲,临街门面?1层,星河湾区壹号,53.0,5500.0,3.46,"""地产小区""",113.55421486466867,22.80078873417496,113.56073064766396,22.806714324798166
位置空旷，在街边转角处。,南沙,金洲,临街门面?1层,美美佳生活超市(板头九街店),30.0,3000.0,3.33,"""购物""",113.5573322542789,22.798366205783059,113.56385619647814,22.804238269339299
大涌地铁站附近180方场地出租,南沙,南沙湾,社区底商?1层,南沙恒成科创产业园,180.0,7800.0,1.44,"""NoClass""",113.56523707327246,22.76823009542797,113.57176644187088,22.77398230081124
金洲：旺铺共2层，面积大，人流密集 ，租金便宜,南沙,金洲,商业街店铺?1-2层,金涛东街,79.0,2205.0,0.93,"""道路""",113.55174173976995,22.807740653223779,113.55825570258537,22.813711182423306
居然家具一楼，位置好，客流多,南沙,进港大道,商业街店铺?1层,居然之家(南沙店),49.0,5600.0,3.81,"""购物""",113.54678318318706,22.805940408133837,113.55327771492019,22.81199871740731
南沙区裕兴街100平餐厅转让,南沙,进港大道,商业街店铺?1层,富佳北街,100.0,3800.0,1.27,"""道路""",113.55917027718228,22.807979684650964,113.56570983959743,22.813823918198297
周边是万达，外卖非常不错，也可以合作,南沙,金洲,临街门面?1层,福煲道,37.0,2200.0,1.98,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
中化大厦办公楼底商，金茂湾，外语学校，体育馆,南沙,进港大道,写字楼配套?1层,南沙金茂湾,72.0,4200.0,1.94,"""地产小区""",113.5274810232089,22.786840671106558,113.5339053729401,22.793152955175619
临街有门面车位，周边饮食店铺多,南沙,大岗,临街门面?1层,金灵中路,200.0,4500.0,0.75,"""道路""",113.41731301516269,22.816755675467097,113.42378589393748,22.82296847406964
悠方天地及肯德基正对面，小学中学，高档写字楼及公寓,南沙,黄阁,商业街店铺,叠翠峰,67.0,6000.0,2.99,"""地产小区""",113.52734322314372,22.80297651016544,113.53378285192356,22.80929283749368
30方吉铺停车方便公交站旁大路铺,南沙,进港大道,商业街店铺?1层,时代长岛,30.0,3000.0,3.33,"""地产小区""",113.57940380031289,22.804159795072736,113.58597641615826,22.80982007349334
上下班中心位置人流聚集地适合做餐饮店水果早餐等,南沙,金洲,社区底商,丰庭花园-北街7号楼,12.0,3800.0,10.56,"""门址""",113.27979402977157,23.19899034403809,113.2862418986194,23.205333739772536
市场位于进港大道明珠花园,南沙,进港大道,临街门面?1层,明珠农贸市场,2430.0,3000.0,0.04,"""NoClass""",113.56773041004513,22.803287595083764,113.57428854010756,22.809015488959266
品牌加盟店接店，包叫技术，有意可以到店看实际经营情况,南沙,南沙,商业街店铺,华莱士(星河店),55.0,4500.0,2.73,"""餐饮""",113.55449585463208,22.800322472682809,113.56101213911224,22.806243084801048
美容院经营中，有固定客源，,南沙,金洲,写字楼配套,万达广场(广州南沙店),90.0,2100.0,0.78,"""购物""",113.5380820163592,22.799602004717977,113.54454164177389,22.805800945504477
商业街主干道旺铺转让,南沙,金洲,商业街店铺,广东省广州市南沙区裕华街7-、9号,28.0,4000.0,4.76,"""道路""",113.55592667564791,22.80817082620128,113.56245570528049,22.81406843279843
不可餐饮广州市南沙区东涌镇培贤东路18号丽影时尚装低价转让,南沙,东涌,社区底商,东涌医院,50.0,3800.0,2.53,"""医疗""",113.46823400196229,22.88984203427297,113.47477678295992,22.89552882396282
转让南沙进港大道商业街店铺,南沙,进港大道,商业街店铺?1层,南沙城,146.0,1.2,2.74,"""地产小区""",113.54461126012576,22.804920550078273,113.55109720789729,22.81101639453575
生活区、旁边就是大型停车场、小车可进,南沙,金洲,临街门面?1层,板头五街40号,80.0,2300.0,0.96,"""门址""",113.5574852357072,22.79674358299031,113.564008031345,22.802612788739926
一楼临街铺面，，有厨房卫生间，有空调热水器,南沙,东涌,临街门面?1层,为民街四巷,110.0,3500.0,1.06,"""道路""",113.40017154942696,22.896856267466846,113.40658450651728,22.903192748083379
双店铺，在市场傍边。适合做各种生意,南沙,大岗,商业街店铺,广东省广州市南沙区,80.0,1600.0,0.67,"""区县""",113.5314355437236,22.807929296528255,113.53788693206865,22.81421222755769
营业中店铺 大马路旁边 位置显眼,南沙,东涌,临街门面?1层,广东省广州市南沙区市南公路东涌段27号,180.0,1.13,2.1,"""门址""",113.46758353894272,22.89112127357413,113.47412729761708,22.896803406854216
临街商铺出租，南沙综合建材街！后边有别墅，旁边有大型楼盘,南沙,金洲,临街门面,金沙路175号,121.0,7500.0,2.07,"""门址""",113.55439578339832,22.815630381807137,113.56092571359936,22.821555540558756
临街商铺，南沙综合建材街,南沙,金洲,临街门面?1层,金沙路175号,114.0,7500.0,2.19,"""门址""",113.55439578339832,22.815630381807137,113.56092571359936,22.821555540558756
可作烟酒茶专卖店、服装品牌专卖店、母婴用品店,南沙,金洲,社区底商?1层,环市大道中,271.0,1.7,2.09,"""道路""",113.56771248885019,22.76049447568253,113.57424988801678,22.76621843360198
上下二层门口八角亭超大,南沙,南沙湾,社区底商?1层,漾滨路,103.7,7999.0,2.57,"""道路""",113.59096283628925,22.751813474499444,113.59750878072222,22.75752503999892
住宅底层铺面，对面是小学，10米以上马路，交通便利,南沙,东涌,其他?1层,大同小学,95.0,2400.0,0.84,"""教育""",113.39760823465508,22.89872762207308,113.40402248326319,22.905061598017967
住宅底层铺面，对面是小学，10米以上马路，交通便利,南沙,东涌,社区底商?1层,大同小学,95.0,2400.0,0.84,"""教育""",113.39760823465508,22.89872762207308,113.40402248326319,22.905061598017967
生鲜超市转让（客源稳定，日均300多人到店消费）,南沙,南沙湾,临街门面?1层,南沙湾东苑,140.0,5500.0,1.31,"""地产小区""",113.61394427597397,22.763780731084247,113.62041169270185,22.769846900329737
转让260方硬件设施齐全桌球室,南沙,大岗,购物百货中心,okay桌球俱乐部,260.0,7700.0,0.99,"""生活服务""",113.41231026194873,22.809171753864324,113.41876462157662,22.815445548091135
260平方硬件设施齐全桌球室转让,南沙,大岗,购物百货中心,okay桌球俱乐部,260.0,7700.0,0.99,"""生活服务""",113.41231026194873,22.809171753864324,113.41876462157662,22.815445548091135
餐饮行业的优先，房租便宜。,南沙,东涌,商业街店铺?1层,东骏路,60.0,3000.0,1.67,"""道路""",113.45843618376819,22.906778543573357,113.46499216004843,22.912436782214504
房源位于马路边 人流量大靠近市场,南沙,大岗,临街门面?1层,广东省广州市南沙区民生路84号,20.0,2130.0,3.55,"""门址""",113.34457802651876,22.8422361612164,113.35116031118766,22.84790901712576
原富瑶酒家二楼，人流畅旺。,南沙,榄核,商业街店铺,镇南路,249.0,6800.0,0.91,"""道路""",113.35741750716865,23.019030082247999,113.3639423328558,23.02481835248303
5个门面餐厅转让靓铺转让,南沙,南沙湾,临街门面?1层,惠景肉菜批发市场,130.0,5800.0,1.49,"""NoClass""",113.56831457811806,22.76045398435803,113.57485326103009,22.76617163795507
汪铺转让，现场面议交谈,南沙,东涌,档口摊位?1层,鱼窝头农贸市场,80.0,4000.0,1.67,"""NoClass""",113.4642048322597,22.857873823168604,113.47077392830902,22.863542085793115
金洲裕华街两间铺转让,南沙,金洲,社区底商?1-8层,裕华街,48.0,4800.0,3.33,"""道路""",113.55592667564791,22.80817082620128,113.56245570528049,22.81406843279843
房源真实可靠（小区出入口位置），非诚勿扰。,南沙,南沙湾,社区底商?1层,领南星河·荣誉,36.23,3500.0,3.22,"""地产小区""",113.6043149798935,22.775872968813049,113.61081632979716,22.781769264508335
三岔路口寻找蛋糕合作，早餐，宵夜,南沙,东涌,商业街店铺?1层,停车场(培贤东路),80.0,2000.0,0.83,"""道路""",113.46485754104303,22.88545678695433,113.47140493512353,22.89112350004626
敏捷尚品国际—洋快餐M记背后的明火街铺。,南沙,进港大道,临街门面?1-2层,敏捷尚品国际,118.0,5500.0,1.55,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
转让中的宾馆 在南沙区大岗镇,南沙,大岗,商业街店铺,豪岗社区,1100.0,2.02,0.61,"""村庄""",113.40889939592847,22.805266111667686,113.41534361200876,22.811571138710609
