标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
临街铺位 精装修 送露台 可外摆 放租 约看中,白云,黄石,临街门面?1层,锦辉大厦,30,6500,7.22,"""商务大厦""",113.2755635,23.22549574,113.2819902,23.2318253
餐饮宵夜 美容 娱乐不夜城 紧邻地铁  商办综合体项目,白云,白云大道北,商业街店铺?1-2层,解放庄路小区解放庄路商铺,64,5000,2.6,"""地产小区""",113.296666,23.2231871,113.303118,23.22940492
免收中介费，王圣堂牌坊口入口，宜早餐快剪美甲,白云,广园路,临街门面?1层,王圣堂小区商铺,20,5000,8.33,"""地产小区""",113.2526092,23.15644079,113.2590961,23.16248632
免收中介费，鹅掌坦西湾路柴宝里商业广场招租,白云,石井,购物百货中心?1层,柴宝里星巴克-广州市荔湾区,30,2100,2.33,"""购物""",113.2472004,23.15981219,113.2537103,23.16576252
白云新市美容养发SPA馆转让（包括会员）！高档小区环绕,白云,新市,临街门面?1层,保利紫云-广州市白云区,84,1.88,7.46,"""NoClass""",113.2691615,23.19892947,113.2756203,23.2052196
三大成熟高端住宅围绕 招美容美发 艺术培训及各类社区配套业态,白云,梅花园,购物百货中心?1层,恒大御府怡新路商铺,186,2.2,3.94,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
犀牛角村口位置抵有装修拎包就能干人流来往必经之路会发财,白云,沙太北,商业街店铺?1层,犀牛角商铺,40,8000,6.67,"""地产小区""",113.345614,23.19838804,113.3521984,23.20406621
近地铁站临街租一层送一层 适合美发美甲，茶饮，咖啡，工作室等,白云,梅花园,临街门面?1层,恒大御府怡新路商铺,49,6500,4.42,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
京溪商圈住宅多消费力高 临街有房产证 招口腔诊所医美美容养生,白云,梅花园,临街门面?1层,恒大御府怡新路商铺,228,2.66,3.89,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
物业直租 特价单位 招租麻辣烫小型餐饮 可外摆摊 工作室等,白云,黄石,写字楼配套?1层,国际单位(商业),50,3000,2,"""商务大厦""",113.2713129,23.21595565,113.2777545,23.22226176
京溪南方医院地铁口沿街旺铺适合杀猪粉麻辣烫重庆小面奶茶烘焙等,白云,广州大道北,临街门面?1层,京溪大厦(商业),70,1.6,7.62,"""商务大厦""",113.3343027,23.19103381,113.3408887,23.19671283
白云麻辣烫店铺精装转让，周边人流大稳定 日营一千三价格可商量,白云,东平,临街门面?1层,东平钟兴南街-道路-广州市白云区,35,4000,3.81,"""NoClass""",113.2691615,23.19892947,113.2756203,23.2052196
白云大道7米层高 300方起招餐饮 展厅 银行 宴会厅 医疗,白云,东平,写字楼配套?1-4层,万科云山花园商铺,2000,40,6.67,"""NoClass""",113.3182313,23.25184432,113.3247409,23.2576983
临街旺铺 汽车美容 600方一手业主 无转让费 可做各行各业,白云,人和,商业街店铺?1层,骏车会汽车养护有限公司-广州市白云区,700,3.5,1.67,"""汽车服务""",113.402463,23.38497098,113.4088796,23.3913055
广州白云卤味店转让，菜市场档口不限行业人流量很大周边商圈成熟,白云,钟落潭,其他?1层,钟升农贸市场-广州市白云区,15,5000,11.11,"""NoClass""",113.4097346,23.38680519,113.4161608,23.39309959
广州白云奶茶店整转（租金便宜）！装修豪华设备齐全，客源稳定,白云,江高镇,临街门面?1层,小塘东路-广州市白云区,30,2400,2.67,"""道路""",113.2167828,23.2833164,113.2233551,23.28898225
开此店在广州市可实现一边上班，一边开店，全天候营业。,白云,太和,社区底商?1层,广东省广州市白云区永和街,20,1400,2.33,"""道路""",113.3002145,23.25631861,113.3066618,23.26248144
白云地铁口2935方招服装展厅 电影院 羽毛球馆 网球馆,白云,罗冲围,商业街店铺?1层,鹅掌坦海棠居鹅掌坦后街商铺,2935,29.35,3.33,"""地产小区""",113.2393406,23.16296205,113.2458805,23.16878276
人和商铺。无转让费，招美容美甲美发餐饮任何业态不限,白云,人和,商业街店铺?1层,华通广场,50,5000,3.33,"""购物""",113.3022655,23.34038724,113.3087375,23.34652108
白云人和镇地铁口800米，正村口人流主出入正街旺铺仅有一间！,白云,人和,商业街店铺?1层,人和西街63号小区人和西街商铺,40,1.35,11.25,"""购物""",113.3064592,23.33835238,113.312948,23.34441539
广州白云区大学食堂档口转让，无租金日营3000生意稳定,白云,江高镇,其他?1层,白云学院-公交车站-广州市白云区,60,1000,0.56,"""教育""",113.2141178,23.278322,113.2206827,23.28399799
白云人和大面积商铺。适合各类大餐饮。火锅，烤肉。韩餐，湘菜等,白云,人和,商业街店铺?1层,人和-地铁站-广州市白云区,160,4.5,9.38,"""乡镇""",113.3075988,23.33562447,113.3140945,23.34166801
新装修一楼147 位置超好采光通透 适合猫咖工作室 咖啡店,白云,黄石,写字楼配套?1层,国际单位(商业),147,1.01,2.3,"""商务大厦""",113.2713129,23.21595565,113.2777545,23.22226176
"3公里内40万消费群体，118方,诚招泰式按摩，花艺，西餐厅",白云,永泰,写字楼配套?1层,T28OAK橡树院(商业),118,1.18,3.33,"""NoClass""",113.3087833,23.15500003,113.3152738,23.16102063
广州白云区大学食堂档口转让，无租金日营3000生意稳定,白云,江高镇,其他?1层,白云学院-公交车站-广州市白云区,60,1000,0.56,"""教育""",113.2141178,23.278322,113.2206827,23.28399799
白云餐饮整转，装修豪华 日营3000以上，周边是写字楼住宅区,白云,东平,临街门面?1层,横岗南街-道路-广州市白云区,60,4000,2.22,"""区县""",113.2794331,23.16431683,113.285868,23.17065742
华业云谷美容餐饮宵夜街区 邻近地铁 大型社区,白云,永泰,商业街店铺?1-2层,恒丰楼(商业),90,8000,2.96,"""地产小区""",113.306055,23.22350302,113.3125371,23.22957201
华业云谷美容餐饮宵夜街区 邻近地铁 大型社区,白云,白云大道北,商业街店铺?1-2层,永泰里商场,40,4000,3.33,"""NoClass""",113.310851,23.22361104,113.3173504,23.22959514
北非摩洛哥风格，98方，地铁口，物业直租，招美发店,白云,永泰,写字楼配套?1层,T28OAK橡树院(商业),98,7840,2.67,"""NoClass""",113.3087833,23.15500003,113.3152738,23.16102063
白云2万人师范大学新中标食堂档口招租 先到先得 业态不限,白云,江高镇,档口摊位?1层,广东技术师范大学商铺,20,1,16.67,"""教育""",113.260093,23.16285398,113.2665609,23.1690259
广州白云空铺转让！工业区 位于地铁口旁 周边商圈成熟人流量大,白云,永泰,临街门面?1层,永泰牌坊-广州市白云区,20,4500,7.5,"""NoClass""",113.3097763,23.23386713,113.3162625,23.23986844
免入场费 京溪商圈住宅学校密集 适合便利店水果店文具店美发等,白云,梅花园,社区底商?1层,恒大御府怡新路商铺,56,1,5.95,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
年前大优惠放出，55方，永泰地铁站，物业直租,白云,永泰,写字楼配套?1层,T28OAK橡树院(商业),55,6000,3.64,"""NoClass""",113.3087833,23.15500003,113.3152738,23.16102063
免入场费精装修 住宅底商 适合艺培体培托管教培等 先到先得,白云,梅花园,社区底商?1层,恒大御府怡新路商铺,222.68,2.6,3.89,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
白云大岭南街烟酒店转让！租金便宜，周边公寓出租房密集,白云,嘉禾望岗,临街门面?1层,大岭南街-道路-广州市白云区,30,1500,1.67,"""区县""",113.2794331,23.16431683,113.285868,23.17065742
白云营业额每天3000自选快餐店猪脚饭旺铺转让，价格看店面谈,白云,石井,临街门面?1层,龙湖-广州市白云区,90,4200,1.56,"""区县""",113.2794331,23.16431683,113.285868,23.17065742
小面积大价值的商铺，众多小区林立,白云,京溪,临街门面?1层,恒大御府-广州市白云区,50,6900,4.6,"""地产小区""",113.3348196,23.18209345,113.3414045,23.18776955
广州市白云美容美甲店转让！住宅密集人流量大 商圈成熟 租金低,白云,嘉禾望岗,临街门面?1层,望岗东胜北街-道路-广州市白云区,60,5400,3,"""区县""",113.2794331,23.16431683,113.285868,23.17065742
2023年副业，选择24H无人售货店。宝妈上班族皆可,白云,永泰,临街门面?1层,广东省广州市白云区白灰场南路67号,20,1500,2.5,"""门址""",113.3316253,23.19148401,113.3382078,23.19718018
白云人和村口商业广场整层火爆招商，可以自由分割，超值物业直租,白云,人和,商业街店铺?1层,富和花苑鹤龙六路商铺,40,1.35,11.25,"""地产小区""",113.303255,23.34246778,113.3097282,23.34858482
业主直租 京溪新晋创意园临街铺双开门面15万常驻人口,白云,京溪,商业街店铺,VLAB翌方181(商业),486,5.83,4,"""工业园区""",113.335241,23.18081003,113.3418258,23.18648408
大源笋盘临街商铺轻轨地铁电影院写字楼KTV棋牌沐足的必经之路,白云,太和,写字楼配套?1层,大源里,592,5.33,3,"""购物""",113.355774,23.25106412,113.3623017,23.25682958
华业云谷美容餐饮宵夜街区 邻近地铁 大型社区,白云,永泰,商业街店铺?1-2层,元下田云泉居黄边南路商铺,110,8500,2.58,"""地产小区""",113.2933568,23.22247988,113.299801,23.22873945
博越广场10000m可分租低至15元m起适合办公，厂房制造业,白云,鸦岗,其他?3层,博越广场(商业),500,7500,0.5,"""NoClass""",113.2072446,23.23660013,113.2137844,23.24233041
鹤边 临街餐饮招租 全套设备 接手就可营业,白云,黄石,写字楼配套?4层,锦辉大厦,1032,5.68,1.83,"""商务大厦""",113.2755635,23.22549574,113.2819902,23.2318253
东平地铁口超市建材餐饮网吧商铺,白云,东平,商业街店铺?1层,广立方轻创空间-广州市白云区,600,2.99,1.66,"""NoClass""",113.2864771,23.2418689,113.2928935,23.24818574
白云江高餐饮店转让！位于商业广场附近，位置优越,白云,江高镇,临街门面?1层,利达广场-广州市白云区,230,1.3,1.88,"""NoClass""",113.2356246,23.28255165,113.242175,23.28831996
商铺周边配套设施齐全，90方客源与小区写字楼为主,白云,三元里,商业街店铺?1层,合益街,90,6000,2.22,"""道路""",113.2555388,23.18144929,113.2620366,23.18755007
白云区地铁口街铺急租！白菜价！居民生活区！,白云,聚龙,社区底商?1-2层,聚源商业广场,338,3.21,3.17,"""购物""",113.2418622,23.18785879,113.2484104,23.19372236
棋牌室经营中，刚刚重新装修完，合同还有13年多。,白云,黄边,商业街店铺,礼伺顿青年社区,980,4.8,1.63,"""地产小区""",113.299932,23.22722798,113.3063897,23.23339749
接手，马上即，临街旺铺,白云,黄石,临街门面?1层,吴氏龙虾(江夏店),89,8800,3.3,"""餐饮""",113.2865134,23.21834985,113.2929494,23.22467048
校区及80和539公交总站旁便利店转让,白云,同德围,商业街店铺?1层,广东省广州市白云区明德街1号,60,6888,3.83,"""门址""",113.2392937,23.16481298,113.2458355,23.17063335
白云东平（筒骨鲜粉）旺铺转让,白云,东平,临街门面?1层,横岗南街,45,3500,2.59,"""道路""",113.3218149,23.26197255,113.3283395,23.26777214
大源临街商铺，325平方只剩一间，可做餐饮可分租有外摆位！！,白云,太和,临街门面?1层,大源里,325,4.88,5,"""购物""",113.355774,23.25106412,113.3623017,23.25682958
旺铺人流多 85平格局好 窗户可砸适合汽车美容 工作室会所等,白云,黄石,写字楼配套?1层,国际单位(商业),85,5100,2,"""商务大厦""",113.2713129,23.21595565,113.2777545,23.22226176
122平适合培训机构工作室 咖啡奶茶蛋糕等 可办公可做商铺,白云,黄石,写字楼配套?1层,国际单位(商业),122,9808.8,2.68,"""商务大厦""",113.2713129,23.21595565,113.2777545,23.22226176
因家里有事 低价转让 望有缘人来考察,白云,人和,临街门面?2层,万合公寓,500,1.2,0.8,"""地产小区""",113.3016069,23.34269415,113.3080743,23.3488382
3500元美容院带客源转让 地铁口旺铺,白云,黄石,临街门面?1层,亚朵酒店(广州江夏地铁站店),100,3500,1.17,"""宾馆""",113.288327,23.21651504,113.2947675,23.22282383
家里有事，急转，有意者联系,白云,永泰,临街门面?1层,蓝堡青年社区,100,4700,1.57,"""地产小区""",113.3115502,23.23221634,113.3180442,23.23818638
可以直接拎直接开业，做生意，空间和位置大,白云,永泰,商业街店铺?1层,元下田南路15号,118,5600,1.58,"""门址""",113.3075055,23.22019203,113.3139962,23.22623626
商业街临街商铺，人群密集,白云,三元里,商业街店铺?1层,佰惠鲜精品水果(岗贝路店),20,6800,11.33,"""购物""",113.2592635,23.18545457,113.2657501,23.19161688
个人转让广州白云区养生馆理疗馆（急转）,白云,嘉禾望岗,商业街店铺,嘉禾北街9号101,98,2600,0.88,"""门址""",113.2821907,23.2377208,113.2886058,23.2440552
由于人手不够不做这行业,白云,嘉禾望岗,档口摊位?1层,新科村,68,4600,2.25,"""村庄""",113.2941366,23.26008853,113.3005682,23.26633601
白云三元里纯外卖厨房转让（可做外带）,白云,三元里,社区底商?1层,星叶广场,60,3100,1.72,"""休闲娱乐""",113.2559579,23.17659897,113.2624516,23.18270631
横沙地铁站附近手机维修店转让，可以空转,白云,金沙洲,商业街店铺?1层,兴达街23,26,7500,9.62,"""门址""",113.2139618,23.16271094,113.2205306,23.1683887
几千人密集型住宅，小区，电商村，当街一家店无竞争经营压力小,白云,白云,社区底商?1层,龙州华庭,125,2400,0.64,"""地产小区""",113.3483119,23.24378073,113.3548566,23.24946858
白云区京溪超旺铺位转让，村的出入口,白云,京溪,商业街店铺?1层,京骏商业城,100,1.9,6.33,"""购物""",113.3291008,23.18874824,113.3356789,23.19446613
白云区创意园出入口正对面，餐饮店转让,白云,嘉禾望岗,社区底商?1层,上胜创意园E座,70,7000,3.33,"""商务大厦""",113.2902028,23.23874383,113.2966265,23.245033
转让白云嘉禾望岗商业街店铺大富豪酒店,白云,嘉禾望岗,商业街店铺?1-3层,大富豪酒店(前沙街店),1880,1.9,0.34,"""购物""",113.3863754,22.94729538,113.3928427,22.95355652
广州24小时自动售货店，收入稳定五到八仟，有意向开店咨询留言,白云,东平,临街门面?1层,广东省广州市荔湾区荔信三街,20,1000,1.67,"""道路""",113.2554677,23.07258208,113.2619676,23.07868198
下新村精装电梯公寓转让,白云,嘉禾望岗,商业街店铺?1层,下新村街,2000,4.15,0.69,"""道路""",113.3002966,23.25775643,113.3067447,23.2639181
五号停机坪商铺转让，7边位，位置,白云,三元里,临街门面,5号停机坪购物广场-停车场,280,3.2,3.81,"""购物""",113.2717096,23.18721889,113.2781659,23.19353116
十二年美容养生馆转让，客源稳定，店主另有发展！,白云,京溪,临街门面?1层,梅花园北方工业商务中心,120,4500,1.25,"""NoClass""",113.3260303,23.18597795,113.3326012,23.19172886
首层商铺，自己添加阁楼，阁楼质量很好哦，空调热水器洗手间,白云,庆丰,社区底商?1层,兆丰路,49,3800,2.59,"""道路""",113.497489,22.73955426,113.5039634,22.74568447
便利店门前超低价出租摊位,白云,京溪,档口摊位?1层,犀牛路4号,50,800,0.53,"""门址""",113.3459775,23.19870841,113.3525613,23.2043885
可以做养生馆，咖啡馆，西餐厅出租,白云,机场路,商业街店铺?2层,魔方公寓(岗贝路店),500,2.8,1.87,"""道路""",113.2619502,23.18617196,113.2684286,23.19237489
肉菜市场火热招租中！！！,白云,新市,档口摊位?1层,新市街道,20,800,1.33,"""乡镇""",113.2629742,23.20531661,113.2694441,23.21153288
办工住人明火煮饭抖音直播间，仓库，淘宝网店,白云,机场路,商业街店铺?1层,岗贝路/机场路(路口),150,5000,1.11,"""道路""",113.2669225,23.19219057,113.2733881,23.19845776
太和人流密集地段，忍痛割爱转让,白云,太和,商业街店铺,宝生东街,90,1.3,4.81,"""道路""",113.3621542,23.30372115,113.3687006,23.30958915
出租白云广州大道北临街门面,白云,广州大道北,临街门面?1层,金石商业,45,2.6,19.26,"""购物""",113.1709953,23.40272645,113.1774392,23.40901181
广州1.7万学生大学营业中的档口,白云,钟落潭,其他?2层,广东工贸职业技术学院(白云校区),30,1000,1.11,"""教育""",113.46729,23.40484903,113.4738601,23.41053414
大学里的食堂。1.7万人左右,白云,钟落潭,档口摊位,钟落潭,30,100,0.11,"""乡镇""",113.4109782,23.39170781,113.417411,23.39799166
房东直招，价格优惠，有意者可以电话联系,白云,太和,档口摊位?1层,敏捷科创中心,100,3500,1.17,"""商务大厦""",113.33998,23.30178704,113.3465677,23.30745068
人流大城中村，对面大型公寓，转手,白云,金沙洲,社区底商,菜鸟驿站(广州白云沙贝长桥大街3号店),22,1200,1.82,"""门址""",113.3450449,22.95391925,113.3516305,22.95959489
因为个人原因，要回去了，所以才上来边做边转，转了就回家了。,白云,钟落潭,临街门面?1层,金盆南路46,32,1100,1.15,"""门址""",113.3839229,23.32311597,113.3903914,23.32934567
正在开发的大学城，欢迎考察,白云,钟落潭,商业街店铺,马沥村,2000,5000,0.08,"""村庄""",113.4536005,23.39037294,113.4601573,23.39604956
广州市白云区桶装水店转让,白云,永泰,商业街店铺,广州市白云区育贤小学,50,2200,1.47,"""教育""",113.3083329,23.23034759,113.3148167,23.23637515
白云超大门面火锅烧烤店转让,白云,石井,临街门面?1层,盛禾水悦城,213,8000,1.25,"""NoClass""",113.2246156,23.22563846,113.2311776,23.23130749
国际单位绿地云都汇-有多家直播基地写字楼，学校，大型居民区。,白云,黄石,写字楼配套?1层,张亮麻辣烫(黄园路店),80,8000,3.33,"""餐饮""",113.2855055,23.21395532,113.2919448,23.2202824
人和国道旁商务楼一楼100方临街商铺,白云,人和,档口摊位?6层,恒河沙商务楼,95.5,4500,1.57,"""商务大厦""",113.3069523,23.31071538,113.3134608,23.31677342
三万学生校内商铺精装转让,白云,江高镇,档口摊位?1层,广东技术师范大学(白云校区),60,6000,3.33,"""教育""",113.2217235,23.2861868,113.2282993,23.2918498
梅花园680方生活超市月租3.5万门宽15米带有仓库冷库1,白云,梅花园,商业街店铺?1层,佳润广场,680,3.5,1.72,"""购物""",113.3268794,23.18726963,113.3334526,23.19301074
临街旺铺招租免管理费 格局方正可明火 适合奶茶快餐工作室等广,白云,嘉禾望岗,商业街店铺?1层,T湾区创工场(商业),62,6298,3.39,"""NoClass""",113.405187,23.10146795,113.4116187,23.10779538
江高旧桥附近有1000方门面出租，可停放大车.17起,白云,石井,临街门面?1层,广州恒河沙仓储石井仓,1000,2,0.67,"""生活服务""",113.2467677,23.27506276,113.2532745,23.28100451
白云区新市天地临街旺铺出租,白云,新市,商业街店铺?1-3层,新市天地,79,9954,4.2,"""购物""",113.2724878,23.19794376,113.2789414,23.20426129
出租白云区新市商业街店铺,白云,新市,商业街店铺?1-3层,新市天地,76.4,7600,3.32,"""购物""",113.2724878,23.19794376,113.2789414,23.20426129
白云区人和106国道旁1500方一楼场地出租,白云,人和,商业街店铺?1层,广东省广州市越秀区吉祥路79号,1500,6.75,1.5,"""门址""",113.271429,23.13533647,113.2778476,23.14163879
小区一楼办公室，可办营业执照,白云,太和,写字楼配套?1层,九龙花园,45,1000,0.74,"""地产小区""",113.3062884,23.30527147,113.3127939,23.31134102
白云平沙500方国际物流商铺出租  专业园区 客流量大,白云,广花,商业街店铺?1层,恒河沙大南北交易中心,500,3,2,"""NoClass""",113.2612884,23.25229697,113.2677301,23.25848232
白云人和200方商铺出租  临街 可做五金 百货,白云,人和,临街门面?1层,广东省广州市越秀区吉祥路79号,200,1.8,3,"""门址""",113.271429,23.13533647,113.2778476,23.14163879
白云均禾60方物流档口出租（空地大 24小时专人管理）,白云,广花,临街门面?1层,恒河沙国际快运中心,60,3240,1.8,"""生活服务""",113.2612028,23.25434595,113.2676451,23.2605301
白云均禾500方国际物流场地出租  （高速前500米）,白云,广花,临街门面?1层,恒河沙国际快运中心,500,2.7,1.8,"""生活服务""",113.2612028,23.25434595,113.2676451,23.2605301
大型商场门口金街旺铺,白云,太和,商业街店铺?1层,太营路,30,9000,10,"""道路""",113.3562625,23.30102306,113.362826,23.30680259
十几年的老商业节，去年重新装修了,白云,广州大道北,商业街店铺?1层,京骏商业城,45,4000,2.96,"""购物""",113.3291008,23.18874824,113.3356789,23.19446613
个人！白云区江高镇116㎡美容院转让，营业中,白云,江高镇,临街门面?1层,神山大道西,116,6000,1.72,"""道路""",113.1970884,23.33873215,113.2036151,23.34460925
人流集中社区旺铺120方美容院低价转让,白云,增槎路,临街门面?1层,荔德路/西槎路(路口),120,7500,2.08,"""道路""",113.2415212,23.17155286,113.2480622,23.17740922
个人转让白云区5年中美容美发综合店,白云,增槎路,临街门面?1-2层,彭加木公园-北门,160,5900,1.23,"""旅游景点""",113.2358875,23.18405316,113.242453,23.18982818
广花路200方临街旺铺出租，物流快递电商优先,白云,广花,临街门面?1层,恒河沙国际快运中心,200,60,0.01,"""生活服务""",113.2612028,23.25434595,113.2676451,23.2605301
平沙高速口恒河沙国际快运中心50-300方物流仓库出租可分租,白云,广花,档口摊位?1-2层,恒河沙国际快运中心,280,56,0.01,"""生活服务""",113.2612028,23.25434595,113.2676451,23.2605301
新市，江夏，黄石 临街门面。黄石立交桥底，地铁14号线2期口,白云,江夏,临街门面?1层,黄石商务大厦,1150,10.35,3,"""商务大厦""",113.2688689,23.20896261,113.2753215,23.21524852
宝宝游泳馆转让位于天河白云交界处高端小区,白云,梅花园,社区底商,京溪南方医院,140,1.8,4.28,"""医疗""",113.6332397,23.16191775,113.6396765,23.16823792
店面方正，宽敞明亮，隔楼可以放杂物。,白云,东平,商业街店铺?1层,东平中路/东平北路(路口),50,1,6.67,"""道路""",113.3235403,23.2612876,113.3300694,23.26706293
白云成熟商场大型电影院出租、联合经营，适合多种行业,白云,黄石,购物百货中心?7层,石夏路288,4000,10,0.83,"""门址""",113.2596629,23.22348758,113.2661256,23.22965152
提前回家过年，低价转让，有意者可来电详谈。,白云,嘉禾望岗,商业街店铺,大岭中街,80,3600,1.5,"""道路""",113.2830766,23.24543113,113.2894888,23.25176267
因人手不够，忙不过来，所以转让,白云,钟落潭,档口摊位?1层,广东青年职业学院(白云校区),28,500,0.6,"""教育""",113.435792,23.37512499,113.442294,23.38101947
转让白云江高镇炖汤店,白云,江高镇,临街门面,江同东路,120,5800,1.61,"""道路""",113.2422848,23.27983619,113.2488121,23.28570262
大冈村北街7号银丰公寓！临步行街、人流量大、熟客多！合同长,白云,石井,临街门面?2-4层,大冈北街,400,4000,0.33,"""道路""",113.2493765,23.22334154,113.2558754,23.22932975
老店、临主街、18个房！大冈北街7号银丰公寓：详情请致电,白云,石井,临街门面,广东省广州市白云区大冈街72号,400,4000,0.33,"""门址""",113.249502,23.22048836,113.2560033,23.2264794
中便利店转让，是一家经营多年的老店，有意者可以电话联系，,白云,太和,临街门面,太和第一工业区,50,1800,1.2,"""乡镇""",113.3622194,23.29827048,113.3687631,23.30413902
做了十年了累了想改行，欢迎有缘的老板。,白云,新市,临街门面?1层,黄沙岗村大街,70,3000,1.43,"""道路""",113.2626875,23.20792682,113.2691562,23.21413868
临街商铺，可合作，可分租,白云,白云,商业街店铺,庆丰步行街,30,2400,2.67,"""道路""",113.2338244,23.2181676,113.2403785,23.22391346
详细过来了解，？？？？？,白云,太和,其他?2层,大源时代广场,120,8000,2.22,"""购物""",113.356646,23.25443169,113.3631719,23.26020891
商圈居住办公包围的外卖铺,白云,三元里,商业街店铺?1层,星叶广场,25,1599,2.13,"""休闲娱乐""",113.2559579,23.17659897,113.2624516,23.18270631
本店是7字店，是村，小区必经之路，门口有余坪,白云,黄庄,写字楼配套?1层,知客心生鲜(黄庄分店),90,5000,1.85,"""购物""",113.3509773,23.24434083,113.3575171,23.25005157
白云区商场高端美发店寻找合作伙伴,白云,白云大道北,购物百货中心?6层,安华汇,220,1.9,2.88,"""购物""",113.3030901,23.22314792,113.3095623,23.22926757
3万:位置很好。要的：来电,白云,均禾,商业街店铺?1层,清湖新庄西街一巷,45,1500,1.11,"""道路""",113.2803171,23.26510039,113.2867335,23.27143735
“免费入场”带装修配套齐全专业餐饮外卖店铺档口外卖厨房,白云,三元里,社区底商?1层,星叶广场,25,1599,2.13,"""休闲娱乐""",113.2559579,23.17659897,113.2624516,23.18270631
位置好，人流量大，接手就可以营业,白云,嘉禾望岗,商业街店铺?1层,大岭北街,40,1.2,10,"""道路""",113.2827804,23.24681752,113.2891921,23.25314981
大源不夜城，有电影院，海鲜酒楼，棋牌沐足KTV，肯德基集装箱,白云,京溪,临街门面?1层,大源里,200,2.9,4.83,"""购物""",113.355774,23.25106412,113.3623017,23.25682958
白云区 嘉禾望岗商业街商业氛围浓厚适合各种粉面快餐套餐饭等,白云,嘉禾望岗,商业街店铺?1层,富安广场,70,1.3,6.19,"""地产小区""",113.2875575,23.24448519,113.2939743,23.25079494
犀牛角村口位置抵有装修拎包就能干人流来往必经之路会发财,白云,沙太北,商业街店铺?1层,犀牛角商铺,40,8000,6.67,"""地产小区""",113.345614,23.19838804,113.3521984,23.20406621
临街铺面，人流多旺！欢迎各位老板蹲点实地考察,白云,太和,临街门面?1层,和意酒坊,60,1.2,6.67,"""购物""",113.3622219,23.30284716,113.3687678,23.3087162
汽车修理厂转让合作或出租，出入方便，近地铁，独门独院,白云,龙归,临街门面,北村瓦砾田路,2000,3,0.5,"""村庄""",113.4442758,23.05793025,113.4508387,23.06370211
金碧新城大拱门左边 双门面 业主放,白云,石井,社区底商?1层,金碧新城25栋,23,3900,5.65,"""地产小区""",113.2482659,23.2095168,113.2547825,23.21548809
商业街地铁口人流量大，层高5.3宽7.6米大门头适合做一切,白云,石井,商业街店铺,丰荟商业广场,140,1.1,2.62,"""购物""",113.2388512,23.21600315,113.2453937,23.22181674
白云区三元里业主直租免进场费可明火餐饮外卖店,白云,三元里,临街门面?1层,星叶广场,35,3300,3.14,"""休闲娱乐""",113.2559579,23.17659897,113.2624516,23.18270631
白云区机场路三元里大道1076号晓翠苑一楼临街商铺招租/分租,白云,机场路,商业街店铺?1-2层,三元里大道1076号,278,2.6,3.12,"""门址""",113.2608021,23.18873105,113.2672843,23.19491715
白云三元里社区底商一楼横街/商铺/办公/仓库出租,白云,三元里,社区底商?1层,三元里大道1136号,113,3500,1.03,"""门址""",113.261371,23.1890875,113.2678515,23.19528206
个人转让新建电梯公寓一楼，周边均是公寓楼，门口有放休闲座椅！,白云,永泰,其他?1层,永泰元下田东街,56,3800,2.26,"""道路""",113.3090125,23.22056458,113.3155083,23.22658203
旺铺转让，周边是保利地产4个大楼盘，有幼儿园学校 人口密集。,白云,金沙洲,档口摊位,金沙夕照,40,3000,2.5,"""乡镇""",113.2199954,23.16565017,113.2265706,23.17131168
交通便利，临近商业街，光线好，发现商机，想别的行业,白云,白云,其他?2-6层,吉利住宿,120,5500,1.53,"""宾馆""",113.2618089,23.22824121,113.2682603,23.23443649
白云小面积临街铺急租！合适小区配置，创业者！,白云,聚龙,社区底商?1-2层,聚源商业广场,81,8800,3.62,"""购物""",113.2418622,23.18785879,113.2484104,23.19372236
白云区临街门面200㎡汽车美容维修店转让 位置好 车流量大,白云,广花,临街门面?1层,新鑫汽车养护中心(龙塘路店),200,7277,1.21,"""道路""",113.6285823,23.13989803,113.6350079,23.14617633
因小孩在家无人看管现回家发展，本店开业至今已经2年。价格面议,白云,石井,社区底商?1层,久旺荷叶饭(石井店),30,1500,1.67,"""餐饮""",113.2298685,23.22092136,113.2364281,23.22662582
转让白云嘉禾望岗档口摊位,白云,嘉禾望岗,档口摊位?1-2层,嘉禾农贸市场,80,3500,1.46,"""NoClass""",113.2816021,23.23697098,113.2880175,23.24330651
临街商铺，生意转让！,白云,京溪,临街门面?1层,京溪南方医院,6,800,4.44,"""医疗""",113.6332397,23.16191775,113.6396765,23.16823792
临街商铺，客源稳定，小区内有3000+租户，人流量ok,白云,石井,临街门面?1层,榕溪花园,25,2000,2.67,"""地产小区""",113.2504635,23.21588491,113.256966,23.22189401
地铁口七字旺铺低价转让！,白云,永泰,社区底商?1层,永鑫五金店,40,2500,2.08,"""购物""",113.311822,23.22804494,113.3183207,23.23401091
13年老店，5000多户住宅区，配套中小学,白云,均禾,商业街店铺?1层,广州富力城,35,6800,6.48,"""NoClass""",113.2664614,23.25046346,113.2728888,23.25671737
